Answer,Person,Specific Type,General Type
skepticism,0,Quotation Subject,"media common,quotation subject"
james_abbott_mcneill_whistler,1,Painting Artist,
dna_methylation,0,,
cadmus,1,Military Commander,"military,military commander"
aeschylus,1,Dramatist,
lyman_series,0,,
new_brunswick,0,Canadian Province,"location,province"
john_searle,1,Philosopher,
bay_of_bengal,0,Body Of Water,"geography,body of water"
the_bartered_bride,0,Opera,"opera,opera"
oligopoly,0,Literature Subject,"book,book subject"
culhwch_and_olwen,0,,
palladium_(classical_antiquity),0,,
hathor,0,Deity,"religion,deity"
rene_descartes,0,,
lady_of_the_lake,0,Film character,"film,film character"
clarence_darrow,1,Politician,
oxytocin,0,Drug,"medicine,drug"
lake_erie,0,Lake,"geography,lake"
krill,0,Biological Order,
hermes_and_the_infant_dionysus,0,Sculpture,
giant_steps_(composition),0,Composition,"music,composition"
"bartleby,_the_scrivener",0,Short Story,"book,short story"
malt,0,Distilled spirit type,"distilled spirits,distilled spirit type"
the_queen_of_spades_(opera),0,Opera,"opera,opera"
urizen,0,,
nazca_lines,0,World Heritage Site,
richard_avedon,1,Photographer,
aldous_huxley,1,Novelist,
the_consolation_of_philosophy,0,Book,"book,book"
andromeda_(constellation),0,Constellation,"astronomy,constellation"
stonehenge,0,Tourist attraction,"travel,tourist attraction"
lesotho,0,Country,"location,country"
chicago_school_(sociology),0,Organization,"organization,organization"
panama_canal,0,Body Of Water,"geography,body of water"
walter_scott,1,Novelist,
solomon_asch,1,Psychologist,
asexual_reproduction,0,Character Power,"fictional universe,character powers"
michel_foucault,1,Philosopher,
seoul,0,City/Town/Village,"location,citytown"
leo_tolstoy,1,Novelist,
marfan_syndrome,0,Disease or medical condition,"medicine,disease"
chirality_(chemistry),0,,
ethics,0,Field of study,"education,field of study"
eleusinian_mysteries,0,,
isenheim_altarpiece,0,Artwork,"visual art,artwork"
tiresias,0,Theater Character,"theater,theater character"
baker_v._carr,0,Legal case,"law,legal case"
great_zimbabwe,0,World Heritage Site,
richard_cory,0,Poem,"book,poem"
the_raft_of_the_medusa,0,Romanticism Artwork,
botulism,0,Disease or medical condition,"medicine,disease"
symphony_no._2_(mahler),0,Symphony,
isaac,0,,
transfiguration_of_jesus,0,Art Subject,"visual art,art subject"
salamander,1,Composer,"music,composer"
pegasus,0,Character Species,"fictional universe,character species"
phaedrus_(dialogue),0,Book,"book,book"
odin,0,Film character,"film,film character"
balmer_series,0,,
ulster_cycle,0,,
the_dream_of_gerontius,0,Oratorio,
osiris,0,Deity,"religion,deity"
wilfrid_sellars,1,Philosopher,
genoa,0,Italian comune,"location,it comune"
snake_river,0,River,"geography,river"
azerbaijan_(iran),0,Travel destination,"travel,travel destination"
charon_(mythology),0,Deity,"religion,deity"
octet_rule,0,,
rashi,1,Rabbi,
tahiti,0,Geographical Feature,"geography,geographical feature"
supercritical_fluid,0,,
penicillin,0,Drug,"medicine,drug"
raja_raja_chola_i,1,Monarch,"royalty,monarch"
coase_theorem,0,,
dorothea_lange,1,Photographer,
the_rivals,0,Play,"theater,play"
chlamydia_(genus),0,Biological Genus,
asgard,1,Musical Artist,"music,artist"
sandro_botticelli,1,Organization leader,"business,board member"
jeremiah,1,Prophet,
booker_t._washington,1,Educator,
medea,0,Film character,"film,film character"
new_jersey,0,US State,"location,us state"
fine-structure_constant,0,,
hund's_rules,0,,
pandava,0,,
albatross,0,Biological Family,
adriatic_sea,0,Sea,
bilbao,0,,
karl_mannheim,1,Sociologist,
brook_farm,0,Location,"location,location"
umayyad_caliphate,0,Country,"location,country"
nat_turner,1,Author,"book,author"
eugene_ionesco,0,,
holden_caulfield,0,Book Character,"book,book character"
"anarchy,_state,_and_utopia",0,Non-Fiction Book,
philosophical_skepticism,0,,
raman_scattering,0,,
fasting,0,Religious Practice,"religion,religious practice"
zeus,0,Deity,"religion,deity"
centripetal_force,0,,
diffusion,1,Musical Artist,"music,artist"
almagest,0,Treatise,
lac_operon,0,,
nelson_mandela,1,Statesman,
tertullian,1,Author,"book,author"
tissue_(biology),0,Anatomical structure,"medicine,anatomical structure"
antarctica,0,Continent,"location,continent"
luzon,0,Geographical Feature,"geography,geographical feature"
alexander_glazunov,1,Composer,"music,composer"
jared_diamond,1,Professor,
ozonolysis,0,,
willem_de_kooning,1,Painting Artist,
justinian_i,1,Monarch,"royalty,monarch"
johann_gottlieb_fichte,1,Philosopher,
virus,1,Hard rock Artist,
the_temple_of_the_golden_pavilion,0,,
nirvana,0,Belief,"religion,belief"
massacre_of_the_innocents,0,Art Subject,"visual art,art subject"
lester_b._pearson,1,Politician,"government,politician"
harbin,0,Chinese prefecture-level city,"location,cn prefecture level city"
aramaic_language,0,Human Language,"language,human language"
column_chromatography,0,,
sierra_nevada_(u.s.),0,,
ascanius,0,Art Subject,"visual art,art subject"
nullification_(u.s._constitution),0,,
evapotranspiration,0,,
un_ballo_in_maschera,0,Opera,"opera,opera"
barkhausen_effect,0,,
bay_of_pigs_invasion,0,Military Conflict,"military,military conflict"
maya_hero_twins,0,Deity,"religion,deity"
isambard_kingdom_brunel,1,Civil engineer,
oscar_wilde,1,Dramatist,
ergot,0,Organism Classification,"biology,organism classification"
srivijaya,0,Country,"location,country"
allosteric_regulation,0,,
thoth,1,Musical Artist,"music,artist"
finlandia_hymn,0,Composition,"music,composition"
croatia,0,Country,"location,country"
peleus,0,Opera Character,"opera,opera character"
simon_magus,1,Founding Figure,"religion,founding figure"
compressibility,0,,
arcturus,0,Star,"astronomy,star"
van_de_graaff_generator,0,,
ganesha,0,Deity,"religion,deity"
george_stigler,1,Economist,
jean-paul_sartre,1,Philosopher,
ravana,0,Film character,"film,film character"
availability_heuristic,0,,
al_franken,1,U.S. Congressperson,"government,u s congressperson"
dipole,0,,
the_rime_of_the_ancient_mariner,0,Poem,"book,poem"
w._b._yeats,1,Poet,
gaia_hypothesis,0,,
abstract_expressionism,0,Art Period/Movement,"visual art,art period movement"
alasdair_macintyre,1,Philosopher,
rutherford_b._hayes,1,US President,"government,us president"
adrenal_gland_disorder,0,Disease or medical condition,"medicine,disease"
thor,0,Comic Book Character,"comic books,comic book character"
animal_farm,0,Satirical Book,
turandot_(busoni),0,Opera,"opera,opera"
mardi_gras,0,,
objectivism_(ayn_rand),0,,
manzanar,0,National Register of Historic Places Location,
max_schmitt_in_a_single_scull,0,Realist Artwork,
leto,0,Deity,"religion,deity"
county_cork,0,,
gravitational_constant,0,,
fritz_haber,1,Chemist,
mercantilism,0,Film subject,"film,film subject"
lucia_di_lammermoor,0,Opera,"opera,opera"
uther_pendragon,0,Fictional Character,"fictional universe,fictional character"
the_well-tempered_clavier,0,Composition,"music,composition"
hardness,0,,
isostasy,0,Field of study,"education,field of study"
havelock_ellis,1,Writer,
the_love_song_of_j._alfred_prufrock,0,Poem,"book,poem"
alpha_centauri,0,Celestial Object,"astronomy,celestial object"
blue_ridge_mountains,0,Mountain range,"geography,mountain range"
muqaddimah,0,Book,"book,book"
"anthony_giddens,_baron_giddens",0,,
thomas_cole,1,Painting Artist,
virgil_thomson,1,Composer,"music,composer"
philip_zimbardo,1,Psychologist,
finnegans_wake,0,Novel,
greenland,0,Country,"location,country"
cerebrum,0,Anatomical structure,"medicine,anatomical structure"
carlos_fuentes,1,Novelist,
metaphysics_(aristotle),0,Book,"book,book"
omnipotence,0,Belief,"religion,belief"
lincoln_cathedral,0,English Gothic Structure,
aleppo,0,City/Town/Village,"location,citytown"
insulin,0,Hormone,"medicine,hormone"
mesocyclone,0,,
george_wallace,1,Politician,"government,politician"
allen_ginsberg,1,Spoken word Artist,
groupthink,0,Venture Funded Company,"venture capital,venture funded company"
michaelis-menten_kinetics,0,,
annunciation,0,Art Subject,"visual art,art subject"
cat_on_a_hot_tin_roof,0,Play,"theater,play"
microcredit,0,Invention,"law,invention"
book_of_joshua,0,Religious Text,"religion,religious text"
kabuki,0,,
nature_(essay),0,TV Genre,"tv,tv genre"
rosetta_stone,0,Relief Artwork,
small-world_experiment,0,,
zygmunt_bauman,1,Author,"book,author"
gustave_flaubert,1,Novelist,
optic_nerve,0,Cranial nerve,"medicine,cranial nerve"
camille_pissarro,1,Painting Artist,
falcon,0,,
carlo_gesualdo,0,,
gorgias_(dialogue),0,Book,"book,book"
mulholland_drive_(film),0,Psychological thriller Film,
ivan_turgenev,1,Novelist,
kalevala,0,Book,"book,book"
retrovirus,0,Biological Family,
hermaphroditus,0,Fictional Character,"fictional universe,fictional character"
deccan_plateau,0,Location,"location,location"
mackinac_island,0,National Register of Historic Places Location,
chordate,0,Biological Phylum,
bucharest,0,City/Town/Village,"location,citytown"
ariel_(the_tempest),0,,
black_panther_party,0,Political party,"government,political party"
grammatology,0,,
hess's_law,0,,
arthur_eddington,1,Academic,"education,academic"
autophagy,0,,
serengeti,1,Underground hip hop Artist,
francis_ysidro_edgeworth,1,Economist,
charles_darwin,1,Academic,"education,academic"
guernica_(painting),0,Narrative Artwork,
actinide,0,Chemical Series,"chemistry,chemical series"
critical_period,0,,
requiem,0,Composition type,"music,compositional form"
the_rules_of_the_game,0,Drama Film,
modest_mussorgsky,0,,
scott_joplin,1,Ragtime Artist,
chartres_cathedral,0,Gothic Structure,
rio_de_janeiro_(state),0,,
nosebleed,0,Symptom,"medicine,symptom"
melbourne,0,Australian Suburb,"location,australian suburb"
melville_j._herskovits,1,Anthropologist,
"camillo_benso,_count_of_cavour",1,Politician,"government,politician"
tobacco_mosaic_virus,0,Plant Disease Cause,"biology,plant disease cause"
salome_(opera),1,Deceased Person,"people,deceased person"
charge-coupled_device,0,Camera Sensor Type,"digicams,camera sensor type"
outer_banks,0,Island Group,"geography,island group"
colorado,0,US State,"location,us state"
amphitryon,0,Opera Character,"opera,opera character"
inti,0,Deity,"religion,deity"
john_dewey,1,Philosopher,
henry_ii_of_france,1,Monarch,"royalty,monarch"
great_salt_lake,0,Lake,"geography,lake"
parvati,0,Deity,"religion,deity"
william_howard_taft,1,US President,"government,us president"
ptolemy,1,Mathematician,
jonathan_edwards_(theologian),1,Preacher,
peer_gynt,0,Orchestral suite,
prostate_cancer,0,Disease or medical condition,"medicine,disease"
waggle_dance,0,Canonical Version,"music,single"
charles_fourier,1,Philosopher,
the_ghosts_of_versailles,0,Opera,"opera,opera"
aegean_sea,0,Sea,
retina,0,Anatomical structure,"medicine,anatomical structure"
pair_production,0,,
the_last_temptation_of_christ_(film),0,Hagiography Film,
benvenuto_cellini,1,Painting Artist,
ur,0,Country,"location,country"
positivism,0,Literature Subject,"book,book subject"
nuclear_force,0,,
uranium,0,Chemical Element,"chemistry,chemical element"
elements_of_the_philosophy_of_right,0,Book,"book,book"
scapegoat,0,,
johannes_vermeer,1,Painting Artist,
rabies,0,Disease or medical condition,"medicine,disease"
canonization,0,,
elektra_(opera),0,Opera,"opera,opera"
utilitarianism,0,,
the_market_for_lemons,0,,
channeled_scablands,0,Location,"location,location"
daniel_deronda,0,Novel,
david_garrick,1,Dramatist,
population_inversion,0,,
a_clockwork_orange,0,Crime Fiction Film,
mircea_eliade,1,Philosopher,
kennewick_man,0,,
diffraction,0,,
john_c._calhoun,1,U.S. Congressperson,"government,u s congressperson"
friedmann_equations,0,,
carl_maria_von_weber,1,Composer,"music,composer"
armadillo,0,Animal,"biology,animal"
lake_malawi,0,Lake,"geography,lake"
muscular_dystrophy,0,Disease or medical condition,"medicine,disease"
theotokos,0,,
the_age_of_innocence,0,Drama Film,
totem,0,,
cobalt,1,Musical Artist,"music,artist"
amaterasu,0,Deity,"religion,deity"
ypres,0,,
anomalous_monism,0,,
students_for_a_democratic_society,0,Youth rights Organization,
thomas_eakins,1,Painting Artist,
umbriel_(moon),0,Moon,"astronomy,moon"
x-ray_crystallography,0,Field of study,"education,field of study"
thunderbird_(cryptozoology),0,,
whooping_crane,0,Biological Species,
henry_moseley,1,Physicist,
portuguese_language,0,Human Language,"language,human language"
mistletoe,0,,
the_mystery_of_edwin_drood,0,,
isaiah,1,Prophet,
eastern_orthodox_church,0,Religion,"religion,religion"
archaeopteryx,0,Biological Genus,
credit_mobilier_of_america_scandal,0,,
laminar_flow,0,,
montserrat,0,Country,"location,country"
walter_benjamin,1,Philosopher,
obesity,0,Disease or medical condition,"medicine,disease"
night_of_the_long_knives,0,Event,"time,event"
rosenhan_experiment,0,Event,"time,event"
the_watchtower,0,Magazine,"book,magazine"
oxford_movement,0,,
nagarjuna,1,Philosopher,
holy_prepuce,0,,
skylab,0,Satellite,"spaceflight,satellite"
gran_chaco,0,Region,"location,region"
stanley_fish,1,Professor,
aaron_burr,1,US Vice President,"government,us vice president"
guan_yu,1,Deity,"religion,deity"
bromine,0,Chemical Element,"chemistry,chemical element"
nixon_in_china_(opera),0,Opera,"opera,opera"
ghent,0,City/Town/Village,"location,citytown"
love_in_the_time_of_cholera,0,Novel,
shabbat,0,Holiday,"time,holiday"
biodiversity,0,Literature Subject,"book,book subject"
capital_(economics),0,,
mount_kosciuszko,0,Mountain,"geography,mountain"
john_singleton_copley,1,Painting Artist,
golden_horde,0,Military Combatant,"military,military combatant"
laffer_curve,0,,
hittites,0,Location,"location,location"
thiamine,0,Nutrient,"food,nutrient"
dhimmi,0,,
strabo,1,Author,"book,author"
anaphase,0,,
guru_gobind_singh,1,Founding Figure,"religion,founding figure"
journey_to_the_west,0,Book,"book,book"
te_deum_laudamus_(sullivan),0,,
essequibo_river,0,River,"geography,river"
politics_(aristotle),0,Political Philosophy Book,
contact_process,0,,
volpone,0,English Renaissance Work,
sinners_in_the_hands_of_an_angry_god,0,Book,"book,book"
pepsin,0,Protein,"biology,protein"
the_swimming_hole,0,Genre Painting,
nitrile,0,Chemical Compound,"chemistry,chemical compound"
antichrist,0,Person Or Being In Fiction,"fictional universe,person in fiction"
battle_of_midway,0,Military Conflict,"military,military conflict"
symphony_no._8_(mahler),0,Symphony,
la_gioconda_(opera),0,,
gene_knockout,0,,
hydrolysis,0,,
aniline,0,Chemical Compound,"chemistry,chemical compound"
large_intestine,0,Anatomical structure,"medicine,anatomical structure"
operant_conditioning,0,,
henry_james,1,Novelist,
moons_of_uranus,0,,
the_third_man,0,Psychological thriller Film,
trumpet,0,Musical instrument,"music,instrument"
cloud_seeding,0,,
pierre_trudeau,1,Politician,"government,politician"
the_four_seasons_(poussin),0,Artwork,"visual art,artwork"
plato,1,Philosopher,
julius_nyerere,1,Politician,"government,politician"
kenneth_waltz,1,Philosopher,
ode_to_a_nightingale,0,Poem,"book,poem"
meiosis,1,Musical Artist,"music,artist"
robert_herrick_(poet),1,Author,"book,author"
danse_macabre,0,,
old_church_slavonic,0,Human Language,"language,human language"
tomato,0,Biological Species,
suleiman_the_magnificent,1,Politician,
sukkot,0,Jewish holiday,
war_of_devolution,0,Military Conflict,"military,military conflict"
daniel_boone,1,Military Commander,"military,military commander"
houston,0,City/Town/Village,"location,citytown"
antelope,0,Animal,"biology,animal"
liquid_crystal,1,Musical Artist,"music,artist"
mahabharata,0,Religious Text,"religion,religious text"
rosa_luxemburg,1,Philosopher,
zeus_(dc_comics),0,,
triassic,0,Geologic time period,"time,geologic time period"
brahma,0,Deity,"religion,deity"
thomas_hart_benton_(politician),1,U.S. Congressperson,"government,u s congressperson"
billiards_at_half-past_nine,0,Novel,
battle_of_the_coral_sea,0,Military Conflict,"military,military conflict"
tezcatlipoca,0,Deity,"religion,deity"
tritium,0,Isotope,"chemistry,isotope"
optical_aberration,0,,
conch_republic,0,Location,"location,location"
aspartic_acid,0,Amino Acid,"biology,amino acid"
alkene,0,Chemical Classification,"chemistry,chemical classification"
