link,allcount,intext,QANTA,IR_Wiki,train,test
gary_hart,2,2,0,0,1,1
martin_heidegger,291,0,172,119,277,14
zachary_taylor,305,2,134,169,294,11
negative_bacteria,1,0,0,1,0,1
cat_stevens,6,0,0,6,5,1
birch_reduction,92,0,71,21,88,4
the_road,51,51,0,0,51,0
c-reactive_protein,17,0,0,17,17,0
tobago,9,0,0,9,9,0
tuba,6,0,0,6,6,0
vitamin_b,4,0,0,4,0,4
dresden,3,0,0,3,3,0
pellagra,18,0,0,18,18,0
robert_nozick,149,3,132,14,143,6
clavicle,13,0,0,13,13,0
cabinda_province,1,0,0,1,1,0
fire_sermon,1,1,0,0,1,0
the_dinner_party,7,2,0,5,7,0
newton's_laws_of_motion,62,0,0,62,62,0
fructose,84,0,0,84,84,0
brazil_(1985_film),6,0,0,6,6,0
proton_decay,17,4,0,13,16,1
pyrimidine,24,0,0,24,24,0
seafloor_spreading,6,0,0,6,5,1
henry_fielding,228,0,143,85,227,1
the_persians,11,11,0,0,11,0
market_hypothesis,1,0,0,1,0,1
peter_abelard,134,0,101,33,128,6
geography_of_tajikistan,22,0,0,22,22,0
geography_of_kazakhstan,3,0,0,3,3,0
gadsden_purchase,189,2,96,91,176,13
aida,13,0,0,13,13,0
bernard_of_clairvaux,27,0,0,27,26,1
history_of_parkinson,1,0,0,1,0,1
martin_luther_,1,0,0,1,0,1
a_child_of_our_time,12,0,0,12,12,0
paul_feyerabend,36,0,0,36,32,4
elizabeth_cady_stanton,183,5,110,68,172,11
endosymbiont,21,0,0,21,21,0
restriction_fragment_length_polymorphism,5,0,0,5,5,0
vanir,49,0,0,49,49,0
william_graham_sumner,143,0,133,10,134,9
monopoly,24,0,0,24,24,0
lake_van,1,0,0,1,1,0
the_monkey,7,7,0,0,7,0
hieronymus_bosch,2,0,0,2,2,0
rust,5,0,0,5,5,0
coupling_reaction,7,0,0,7,7,0
wendigo,3,0,0,3,3,0
astatine,50,0,0,50,50,0
guru_granth_sahib,27,0,0,27,27,0
aqua_regia,5,4,0,1,5,0
elisha,13,0,0,13,13,0
the_cantos,2,2,0,0,2,0
monoamine_oxidase,5,0,0,5,5,0
yoga,113,0,0,113,113,0
phenol,46,0,0,46,46,0
reactive_protein,1,0,0,1,0,1
vladimir_nabokov,2,2,0,0,2,0
miriam,15,0,0,15,15,0
delft,1,0,0,1,1,0
nitrous_oxide,47,1,0,46,43,4
oxidative_phosphorylation,154,2,0,152,149,5
fifth_force,10,0,0,10,10,0
georg_philipp_telemann,9,0,0,9,9,0
kilogram,97,0,0,97,97,0
daniel_webster,202,6,67,129,196,6
articles_of_confederation,1,1,0,0,1,0
adam,21,0,0,21,21,0
moses_(michelangelo),14,0,0,14,14,0
influenza,68,0,0,68,68,0
imagined_communities,1,0,0,1,1,0
s_equations,4,0,0,4,0,4
amish,9,0,0,9,9,0
nathaniel_hawthorne,520,6,273,241,495,25
ricardian_equivalence,5,0,0,5,3,2
ahura_mazda,198,3,172,23,196,2
time_dilation,18,0,0,18,18,0
mandala,18,0,0,18,18,0
samuel_beckett,576,0,232,344,558,18
miss_havisham,6,6,0,0,6,0
fanfare_for_the_common_man,1,0,0,1,1,0
ornette_coleman,4,0,0,4,4,0
salicylic_acid,26,0,0,26,24,2
centromere,16,0,0,16,16,0
ghana,188,0,144,44,188,0
pieter_bruegel_the_elder,4,0,0,4,4,0
lynn_margulis,7,0,0,7,7,0
claude_debussy,7,0,0,7,7,0
structure_constant,7,0,4,3,0,7
when_we_dead_awaken,2,2,0,0,2,0
white_nile,20,0,0,20,19,1
machine_learning,3,0,0,3,3,0
calcite,2,0,0,2,2,0
omar_bongo,8,0,0,8,8,0
compton_scattering,222,0,146,76,220,2
romare_bearden,15,0,0,15,15,0
carnivorous_plant,27,0,0,27,26,1
infrared_spectroscopy,218,0,119,99,212,6
thirty_years'_war,320,0,54,266,320,0
orinoco,98,0,82,16,98,0
poliomyelitis,53,0,0,53,53,0
jeremy_bentham,146,2,85,59,139,7
buenos_aires,7,7,0,0,6,1
midnight's_children,81,0,73,8,81,0
equal_rights_amendment,109,3,64,42,106,3
spin_(physics),312,0,132,180,312,0
la_traviata,4,0,0,4,4,0
pidgin,1,0,0,1,1,0
saul_bellow,352,3,201,148,338,14
doric_order,1,0,0,1,1,0
big_dipper,10,0,0,10,10,0
prion,72,0,0,72,72,0
geography_of_bosnia_and_herzegovina,1,0,0,1,1,0
skepticism,7,0,0,7,7,0
james_abbott_mcneill_whistler,30,0,0,30,29,1
polymer,122,0,0,122,122,0
dna_methylation,50,0,0,50,49,1
cadmus,317,0,195,122,317,0
aeschylus,368,0,182,186,368,0
lyman_series,1,0,0,1,1,0
new_brunswick,7,0,0,7,6,1
john_searle,38,0,0,38,36,2
bay_of_bengal,20,3,0,17,19,1
the_bartered_bride,9,0,0,9,8,1
battle_of_new_orleans,2,2,0,0,2,0
culhwch_and_olwen,6,0,0,6,6,0
alpha_process,1,0,0,1,0,1
palladium_(classical_antiquity),25,0,0,25,25,0
hathor,294,0,194,100,294,0
rene_descartes,119,0,119,0,115,4
lady_of_the_lake,34,0,0,34,33,1
clarence_darrow,193,0,152,41,189,4
oxytocin,41,0,0,41,41,0
lake_erie,24,0,0,24,24,0
krill,6,0,0,6,6,0
hermes_and_the_infant_dionysus,1,0,0,1,1,0
nibelungenlied,86,0,0,86,86,0
"bartleby,_the_scrivener",90,0,51,39,90,0
malt,5,0,0,5,5,0
the_queen_of_spades_(opera),2,0,0,2,2,0
alfred_prufrock,4,0,1,3,0,4
urizen,25,0,0,25,25,0
nazca_lines,2,0,0,2,2,0
richard_avedon,2,0,0,2,2,0
aldous_huxley,350,6,225,119,337,13
the_consolation_of_philosophy,125,0,122,3,122,3
los_angeles,3,3,0,0,3,0
new_south_wales,10,4,0,6,10,0
lesotho,7,0,0,7,7,0
chicago_school_(sociology),24,0,0,24,24,0
panama_canal,6,0,0,6,6,0
walter_scott,747,0,161,586,720,27
solomon_asch,63,0,0,63,61,2
asexual_reproduction,14,0,0,14,13,1
michel_foucault,58,0,0,58,55,3
seoul,9,0,0,9,9,0
leo_tolstoy,529,4,298,227,505,24
marfan_syndrome,21,2,0,19,20,1
chirality_(chemistry),22,0,0,22,22,0
ethics,134,0,0,134,134,0
eleusinian_mysteries,110,7,0,103,108,2
isenheim_altarpiece,5,0,0,5,5,0
tiresias,70,0,0,70,70,0
baker_v._carr,1,0,0,1,1,0
reification_(marxism),2,0,0,2,2,0
great_zimbabwe,95,0,81,14,91,4
jomo_kenyatta,2,2,0,0,2,0
richard_cory,23,0,14,9,22,1
the_raft_of_the_medusa,12,0,0,12,12,0
botulism,79,0,41,38,79,0
symphony_no._2_(mahler),2,0,0,2,2,0
isaac,15,0,0,15,15,0
transfiguration_of_jesus,6,0,0,6,6,0
salamander,33,0,0,33,33,0
pegasus,78,0,9,69,78,0
phaedrus_(dialogue),65,0,0,65,65,0
odin,441,0,278,163,441,0
balmer_series,20,2,0,18,19,1
ulster_cycle,8,0,0,8,8,0
the_dream_of_gerontius,11,0,0,11,10,1
osiris,142,0,0,142,142,0
wilfrid_sellars,4,0,0,4,4,0
genoa,3,0,0,3,3,0
snake_river,104,0,54,50,102,2
azerbaijan_(iran),1,0,0,1,1,0
charon_(mythology),7,0,0,7,7,0
octet_rule,5,0,0,5,4,1
rashi,27,0,0,27,27,0
tahiti,36,0,0,36,36,0
supercritical_fluid,29,0,0,29,27,2
penicillin,70,0,46,24,70,0
raja_raja_chola_i,31,0,0,31,28,3
coase_theorem,15,0,0,15,15,0
william_blackstone,3,3,0,0,3,0
dorothea_lange,1,0,0,1,1,0
the_rivals,137,0,113,24,136,1
chlamydia_(genus),6,0,0,6,6,0
asgard,22,0,0,22,22,0
sandro_botticelli,1,0,0,1,1,0
jeremiah,17,0,0,17,17,0
booker_t._washington,57,0,24,33,57,0
boiled_wonderland_and_the_end_of_the_world,2,2,0,0,2,0
new_jersey,31,14,0,17,31,0
fine-structure_constant,179,0,135,44,179,0
hund's_rules,5,0,0,5,5,0
pandava,77,0,0,77,77,0
seamus_heaney,3,3,0,0,3,0
albatross,10,0,0,10,10,0
adriatic_sea,8,0,0,8,8,0
francis_i_of_france,4,4,0,0,4,0
bilbao,4,0,0,4,4,0
karl_mannheim,29,0,0,29,28,1
the_anarchy,1,1,0,0,0,1
brook_farm,106,2,74,30,103,3
umayyad_caliphate,283,0,135,148,270,13
perpetual_peace,2,0,0,2,2,0
s_syndrome,1,0,0,1,0,1
eugene_ionesco,193,0,102,91,183,10
holden_caulfield,240,2,159,79,226,14
"anarchy,_state,_and_utopia",123,0,95,28,123,0
philosophical_skepticism,86,0,0,86,82,4
corn_laws,7,7,0,0,7,0
raman_scattering,215,0,134,81,214,1
fasting,110,0,0,110,110,0
zeus,268,0,0,268,268,0
east_india_company,5,5,0,0,5,0
centripetal_force,60,0,0,60,58,2
roscoe_conkling,8,8,0,0,8,0
diffusion,272,0,141,131,272,0
almagest,4,0,0,4,4,0
lac_operon,41,4,0,37,37,4
nelson_mandela,305,0,101,204,296,9
tertullian,9,0,0,9,9,0
tissue_(biology),82,0,0,82,82,0
the_song_of_hiawatha,3,3,0,0,3,0
antarctica,35,0,0,35,35,0
luzon,26,0,0,26,26,0
horseshoe_crabs,6,6,0,0,6,0
alexander_glazunov,1,0,0,1,1,0
satsuma_rebellion,8,8,0,0,8,0
ozonolysis,29,0,0,29,29,0
masonic_party,4,0,4,0,0,4
willem_de_kooning,1,0,0,1,1,0
justinian_i,305,3,133,169,287,18
johann_gottlieb_fichte,216,0,171,45,206,10
virus,109,0,0,109,109,0
the_temple_of_the_golden_pavilion,225,0,146,79,216,9
nirvana,16,0,0,16,16,0
massacre_of_the_innocents,13,0,0,13,13,0
lester_b._pearson,133,0,110,23,133,0
harbin,5,0,0,5,5,0
aramaic_language,10,0,0,10,10,0
column_chromatography,14,0,0,14,14,0
sierra_nevada_(u.s.),14,0,0,14,14,0
ascanius,12,0,0,12,12,0
nullification_(u.s._constitution),6,0,0,6,6,0
evapotranspiration,6,0,0,6,6,0
un_ballo_in_maschera,3,0,0,3,3,0
barkhausen_effect,6,0,0,6,6,0
bay_of_pigs_invasion,194,2,48,144,191,3
maya_hero_twins,131,0,0,131,129,2
chicago_school_,2,0,0,2,0,2
isambard_kingdom_brunel,8,0,0,8,7,1
oscar_wilde,713,8,247,458,690,23
forbidden_planet,7,0,0,7,7,0
ergot,13,0,0,13,13,0
srivijaya,20,0,0,20,20,0
allosteric_regulation,43,0,0,43,41,2
thoth,332,0,281,51,332,0
finlandia_hymn,3,0,0,3,3,0
croatia,3,0,0,3,3,0
peleus,54,0,0,54,54,0
simon_magus,29,0,0,29,29,0
compressibility,7,0,0,7,7,0
arcturus,6,0,0,6,6,0
van_de_graaff_generator,9,0,0,9,9,0
ganesha,331,0,144,187,331,0
nikolai_rimsky,1,0,0,1,0,1
warren_g._harding,576,0,101,475,576,0
jean-paul_sartre,22,0,0,22,22,0
ravana,126,0,0,126,126,0
availability_heuristic,25,0,0,25,25,0
al_franken,4,0,0,4,4,0
critical_point_,6,0,4,2,0,6
dipole,55,0,0,55,55,0
the_rime_of_the_ancient_mariner,175,0,92,83,172,3
w._b._yeats,250,0,0,250,250,0
gaia_hypothesis,43,0,0,43,40,3
abstract_expressionism,6,0,0,6,6,0
alasdair_macintyre,20,0,0,20,18,2
alexander_selkirk,2,2,0,0,2,0
rutherford_b._hayes,410,0,121,289,410,0
short_story,7,0,5,2,0,7
wu_zetian,3,3,0,0,3,0
adrenal_gland_disorder,59,0,0,59,56,3
thor,117,0,0,117,117,0
animal_farm,199,3,116,80,189,10
turandot_(busoni),2,0,0,2,2,0
mardi_gras,8,0,0,8,8,0
elihu_root,2,2,0,0,2,0
objectivism_(ayn_rand),134,0,0,134,134,0
manzanar,9,0,0,9,9,0
max_schmitt_in_a_single_scull,1,0,0,1,1,0
leto,153,0,0,153,153,0
alder_reaction,5,0,5,0,0,5
county_cork,6,0,0,6,6,0
gravitational_constant,36,0,0,36,36,0
fritz_haber,5,0,0,5,5,0
mercantilism,46,0,0,46,46,0
giffen_good,7,0,0,7,5,2
lucia_di_lammermoor,3,0,0,3,3,0
uther_pendragon,19,0,0,19,17,2
the_well-tempered_clavier,1,0,0,1,1,0
hardness,6,0,0,6,6,0
isostasy,3,0,0,3,3,0
havelock_ellis,6,0,0,6,6,0
the_love_song_of_j._alfred_prufrock,108,0,42,66,108,0
alpha_centauri,15,0,0,15,15,0
blue_ridge_mountains,1,0,0,1,1,0
muqaddimah,70,0,0,70,70,0
"anthony_giddens,_baron_giddens",79,0,0,79,79,0
thomas_cole,1,0,0,1,1,0
virgil_thomson,1,0,0,1,1,0
philip_zimbardo,29,0,0,29,28,1
finnegans_wake,437,1,59,377,417,20
greenland,8,0,0,8,8,0
cerebrum,10,0,0,10,10,0
carlos_fuentes,406,0,261,145,389,17
metaphysics_(aristotle),26,0,0,26,26,0
omnipotence,4,0,0,4,4,0
lincoln_cathedral,9,0,0,9,9,0
the_last_temptation_of_christ_,1,0,0,1,0,1
aleppo,21,0,0,21,21,0
abel_magwitch,4,4,0,0,4,0
insulin,260,0,112,148,260,0
mesocyclone,1,0,0,1,1,0
george_wallace,182,0,61,121,175,7
allen_ginsberg,371,1,110,260,360,11
groupthink,16,0,0,16,16,0
einstein_condensate,7,0,7,0,0,7
annunciation,2,0,0,2,2,0
cat_on_a_hot_tin_roof,215,0,160,55,208,7
hannibal_hamlin,3,3,0,0,3,0
book_of_joshua,6,0,0,6,6,0
kabuki,4,0,0,4,4,0
our_man_in_havana,2,2,0,0,2,0
caleb_cushing,6,6,0,0,6,0
nature_(essay),1,0,0,1,1,0
nicodemus,2,0,0,2,2,0
rosetta_stone,77,0,63,14,77,0
small-world_experiment,20,0,0,20,20,0
zygmunt_bauman,5,0,0,5,5,0
gustave_flaubert,207,4,111,92,200,7
optic_nerve,23,0,0,23,23,0
camille_pissarro,13,0,0,13,11,2
soul_mountain,1,1,0,0,1,0
falcon,1,0,0,1,1,0
carlo_gesualdo,3,0,0,3,3,0
gorgias_(dialogue),24,0,0,24,24,0
mulholland_drive_(film),73,0,0,73,73,0
ivan_turgenev,443,6,271,166,423,20
kalevala,99,0,0,99,99,0
retrovirus,17,0,0,17,17,0
hermaphroditus,10,0,0,10,10,0
deccan_plateau,29,0,0,29,29,0
mackinac_island,8,0,0,8,8,0
chordate,4,0,0,4,4,0
bucharest,5,0,0,5,5,0
ariel_(the_tempest),16,0,0,16,16,0
black_panther_party,115,0,57,58,114,1
grammatology,1,0,0,1,1,0
hess's_law,9,0,0,9,9,0
arthur_eddington,38,0,0,38,37,1
autophagy,72,0,0,72,72,0
serengeti,4,0,0,4,4,0
cymbeline,296,0,117,179,296,0
charles_darwin,90,0,0,90,86,4
guernica_(painting),3,0,0,3,3,0
actinide,22,0,0,22,22,0
critical_period,18,0,0,18,18,0
requiem,18,0,0,18,18,0
the_rules_of_the_game,2,0,0,2,2,0
modest_mussorgsky,3,0,0,3,3,0
scott_joplin,6,0,0,6,6,0
chartres_cathedral,16,0,0,16,15,1
international_relations,1,0,0,1,0,1
oryx_and_crake,1,1,0,0,1,0
rio_de_janeiro_(state),1,0,0,1,1,0
nosebleed,2,0,0,2,2,0
melbourne,15,0,0,15,15,0
melville_j._herskovits,2,0,0,2,2,0
debye_model,40,0,0,40,39,1
tobacco_mosaic_virus,4,1,0,3,2,2
salome_(opera),4,0,0,4,4,0
charge-coupled_device,41,0,0,41,41,0
hesiod,154,0,103,51,154,0
colorado,28,0,0,28,28,0
amphitryon,6,0,0,6,6,0
inti,14,0,0,14,14,0
john_dewey,234,4,79,151,220,14
henry_ii_of_france,6,0,0,6,5,1
great_salt_lake,26,0,0,26,26,0
parvati,248,0,0,248,248,0
william_howard_taft,367,1,147,219,351,16
ptolemy,13,0,0,13,13,0
jonathan_edwards_(theologian),25,0,0,25,25,0
peer_gynt,27,0,0,27,27,0
prostate_cancer,53,0,0,53,52,1
waggle_dance,2,0,0,2,2,0
charles_fourier,10,2,0,8,10,0
the_ghosts_of_versailles,5,0,0,5,5,0
aegean_sea,7,3,0,4,7,0
retina,163,0,96,67,163,0
the_last_temptation_of_christ_(film),7,0,0,7,7,0
benvenuto_cellini,30,0,0,30,30,0
ur,18,0,0,18,18,0
positivism,157,0,0,157,157,0
nuclear_force,25,0,0,25,25,0
dhimmi,14,0,0,14,14,0
uranium,82,0,0,82,82,0
elements_of_the_philosophy_of_right,2,0,0,2,2,0
scapegoat,9,0,0,9,9,0
johannes_vermeer,3,0,0,3,3,0
rabies,31,0,0,31,31,0
the_ghost_in_the_machine,2,0,0,2,2,0
elektra_(opera),13,0,0,13,13,0
utilitarianism,127,0,0,127,127,0
the_market_for_lemons,5,0,0,5,5,0
channeled_scablands,1,0,0,1,1,0
daniel_deronda,164,2,65,97,160,4
david_garrick,2,0,0,2,2,0
population_inversion,69,0,0,69,69,0
treaty_of_brest,8,0,6,2,0,8
a_clockwork_orange,230,1,121,108,220,10
mircea_eliade,294,0,0,294,282,12
kennewick_man,12,0,0,12,11,1
diffraction,138,0,84,54,138,0
john_c._calhoun,286,0,159,127,286,0
friedmann_equations,13,0,0,13,13,0
carl_maria_von_weber,3,0,0,3,2,1
jurgen_habermas,102,0,102,0,97,5
lake_malawi,101,0,82,19,99,2
james_longstreet,3,3,0,0,3,0
transfer_rnas,1,1,0,0,1,0
muscular_dystrophy,3,0,0,3,3,0
theotokos,5,0,0,5,5,0
the_age_of_innocence,174,0,139,35,169,5
totem,8,0,0,8,8,0
cobalt,141,0,69,72,141,0
amaterasu,8,0,0,8,8,0
ypres,2,0,0,2,2,0
anomalous_monism,3,0,0,3,3,0
students_for_a_democratic_society,8,0,0,8,7,1
thomas_eakins,19,0,0,19,18,1
umbriel_(moon),15,0,0,15,15,0
the_secret_agent,10,10,0,0,9,1
x-ray_crystallography,191,0,0,191,191,0
thunderbird_(cryptozoology),3,0,0,3,3,0
whooping_crane,2,0,0,2,2,0
henry_moseley,20,0,0,20,19,1
portuguese_language,8,0,0,8,8,0
mistletoe,12,0,0,12,12,0
the_mystery_of_edwin_drood,191,0,107,84,185,6
isaiah,67,0,56,11,67,0
eastern_orthodox_church,241,0,0,241,238,3
archaeopteryx,4,0,0,4,4,0
credit_mobilier_of_america_scandal,134,0,81,53,129,5
laminar_flow,3,0,0,3,3,0
montserrat,3,0,0,3,3,0
adam_bede,2,2,0,0,2,0
walter_benjamin,36,0,0,36,35,1
obesity,34,0,0,34,34,0
night_of_the_long_knives,216,2,148,66,210,6
rosenhan_experiment,8,0,0,8,7,1
the_watchtower,4,0,0,4,4,0
nineteen_eighty,9,0,1,8,0,9
oxford_movement,1,0,0,1,1,0
nagarjuna,12,0,0,12,12,0
holy_prepuce,2,0,0,2,2,0
skylab,6,0,0,6,6,0
gran_chaco,2,0,0,2,2,0
an_artist_of_the_floating_world,2,2,0,0,2,0
stanley_fish,8,0,0,8,8,0
aaron_burr,408,7,187,214,395,13
guan_yu,49,0,0,49,47,2
bromine,70,0,0,70,70,0
nixon_in_china_(opera),2,0,0,2,2,0
ghent,1,0,0,1,1,0
love_in_the_time_of_cholera,247,0,198,49,233,14
shabbat,39,0,0,39,39,0
biodiversity,27,0,0,27,27,0
ontological_arguments,2,2,0,0,2,0
capital_(economics),6,0,0,6,6,0
mount_kosciuszko,1,0,0,1,1,0
john_singleton_copley,16,0,0,16,15,1
golden_horde,395,2,173,220,379,16
michaelis-menten_kinetics,20,0,0,20,20,0
hittites,213,0,119,94,213,0
thiamine,144,0,0,144,144,0
through_the_looking,1,1,0,0,1,0
strabo,11,0,0,11,11,0
anaphase,44,0,44,0,44,0
guru_gobind_singh,55,0,0,55,55,0
journey_to_the_west,77,0,0,77,77,0
te_deum_laudamus_(sullivan),1,0,0,1,1,0
statistical_mechanics,2,0,1,1,0,2
essequibo_river,2,0,0,2,1,1
politics_(aristotle),6,0,0,6,6,0
contact_process,9,0,0,9,9,0
volpone,153,0,109,44,153,0
sinners_in_the_hands_of_an_angry_god,51,0,51,0,50,1
pepsin,34,0,0,34,34,0
the_swimming_hole,1,0,0,1,1,0
nitrile,38,0,0,38,38,0
antichrist,19,0,0,19,19,0
battle_of_midway,100,0,40,60,96,4
symphony_no._8_(mahler),12,0,0,12,12,0
la_gioconda_(opera),2,0,0,2,2,0
gene_knockout,2,0,0,2,2,0
hydrolysis,28,0,0,28,28,0
aniline,35,0,0,35,35,0
large_intestine,12,0,0,12,11,1
operant_conditioning,9,0,0,9,9,0
henry_james,864,12,182,670,839,25
moons_of_uranus,7,0,0,7,7,0
the_third_man,4,1,0,3,4,0
trumpet,3,0,0,3,3,0
cloud_seeding,12,0,0,12,11,1
pierre_trudeau,168,1,66,101,163,5
interest_and_money,2,1,0,1,1,1
durga,26,0,0,26,26,0
plato,285,0,97,188,285,0
julius_nyerere,150,0,128,22,148,2
pierre-joseph_proudhon,54,0,0,54,54,0
ode_to_a_nightingale,216,0,67,149,210,6
meiosis,127,0,69,58,127,0
robert_herrick_(poet),99,0,82,17,99,0
danse_macabre,7,0,0,7,7,0
old_church_slavonic,7,0,0,7,7,0
tomato,37,0,0,37,37,0
suleiman_the_magnificent,271,0,124,147,258,13
sukkot,126,0,77,49,126,0
war_of_devolution,146,0,109,37,139,7
the_bell_jar,1,1,0,0,1,0
marbury_v,2,2,0,0,2,0
daniel_boone,243,0,130,113,235,8
houston,6,0,0,6,6,0
antelope,10,0,0,10,10,0
liquid_crystal,309,0,124,185,300,9
mahabharata,172,0,0,172,172,0
rosa_luxemburg,10,0,0,10,10,0
zeus_(dc_comics),26,0,0,26,26,0
triassic,1,0,0,1,1,0
brahma,146,0,104,42,146,0
thomas_hart_benton_(politician),118,0,82,36,118,0
billiards_at_half-past_nine,8,0,0,8,8,0
battle_of_the_coral_sea,82,0,28,54,81,1
tezcatlipoca,357,0,251,106,357,0
tritium,48,0,0,48,48,0
optical_aberration,38,0,0,38,38,0
conch_republic,1,0,0,1,1,0
aspartic_acid,3,0,0,3,3,0
alkene,169,0,70,99,169,0
hainan,26,0,0,26,26,0
romer_v._evans,4,0,0,4,4,0
triple-alpha_process,14,0,0,14,14,0
carnot_cycle,7,0,0,7,6,1
math_fab_mathonwy,26,0,0,26,25,1
genetic_recombination,27,0,0,27,25,2
qing_dynasty,2,2,0,0,2,0
truth,151,0,0,151,151,0
cinema_novo,3,0,0,3,3,0
the_four_seasons_(poussin),1,0,0,1,1,0
the_marriage_of_figaro,24,0,0,24,24,0
potts_model,30,0,0,30,29,1
ionosphere,61,0,0,61,61,0
diagnostic_and_statistical_manual_of_mental_disorders,41,0,0,41,40,1
ivan_pavlov,16,0,0,16,14,2
northern_territory,3,0,0,3,3,0
hofmann_elimination,69,0,69,0,67,2
warren_jeffs,15,0,0,15,15,0
theodore_dreiser,292,7,175,110,279,13
thomas_gray,57,0,32,25,55,2
ludwig_mies_van_der_rohe,3,0,0,3,2,1
green_river_(colorado_river),22,0,0,22,22,0
hermann_ebbinghaus,5,0,0,5,5,0
gibbs_free_energy,236,12,125,99,232,4
paul_revere,2,2,0,0,2,0
whiskey_ring,64,0,46,18,63,1
george_wald,6,0,0,6,6,0
satyajit_ray,8,0,0,8,8,0
romeo_and_juliet,4,4,0,0,3,1
polynices,10,0,0,10,10,0
works_and_days,1,1,0,0,1,0
gawain,30,0,0,30,30,0
robert_h._dicke,7,0,0,7,7,0
camillo_benso,4,0,1,3,0,4
kenneth_waltz,4,0,0,4,4,0
the_charterhouse_of_parma,295,0,146,149,285,10
david,64,0,0,64,64,0
dream_a_little_dream_of_me,1,0,0,1,1,0
john_maynard_keynes,178,0,93,85,168,10
collagen,146,0,72,74,146,0
diethyl_ether,16,1,0,15,14,2
muhammad,372,0,82,290,372,0
lolita,532,0,117,415,532,0
shays'_rebellion,168,0,105,63,168,0
systems_of_consanguinity_and_affinity_of_the_human_family,7,0,0,7,7,0
kit_carson,4,4,0,0,4,0
geography_of_azerbaijan,11,0,0,11,10,1
henry_miller,183,0,127,56,177,6
fatimid_caliphate,9,0,0,9,9,0
gunpowder_plot,285,0,116,169,275,10
stomach,155,0,111,44,155,0
astronomical_unit,6,0,0,6,6,0
samuel_gompers,114,0,98,16,112,2
argos,23,0,0,23,23,0
argon,24,0,0,24,24,0
crime_and_punishment,515,0,133,382,492,23
the_undertaker,14,0,0,14,14,0
theosophy,10,0,0,10,10,0
evidence_(law),5,0,0,5,5,0
steel,18,0,0,18,18,0
teutonic_knights,327,4,196,127,309,18
restriction_enzyme,28,0,0,28,27,1
le_chatelier's_principle,5,0,0,5,5,0
susanoo,32,0,0,32,32,0
vanity_fair_(novel),546,0,193,353,546,0
ebro,11,0,0,11,11,0
pellinore,2,0,0,2,2,0
john_ashbery,5,0,0,5,5,0
platypus,27,0,0,27,27,0
scott_fitzgerald,19,3,3,13,3,16
jean_auguste_dominique_ingres,6,0,0,6,6,0
mitochondrion,297,0,92,205,297,0
edward_weston,13,0,0,13,13,0
cell_nucleus,188,0,0,188,178,10
hansel_and_gretel_(opera),3,0,0,3,3,0
bassoon,7,0,0,7,7,0
on_the_genealogy_of_morality,25,0,0,25,25,0
william_h,3,0,1,2,0,3
mikhail_bulgakov,4,4,0,0,4,0
william_s,3,3,0,0,3,0
ganges,235,0,0,235,235,0
hill_sphere,5,0,0,5,5,0
the_calling_of_st_matthew_(caravaggio),2,0,0,2,2,0
sirius,39,0,0,39,39,0
chopin_novel,6,0,3,3,0,6
grammatical_aspect,2,0,0,2,2,0
eucharist,59,0,0,59,59,0
ford_madox_ford,7,7,0,0,7,0
cell_wall,44,4,0,40,43,1
flagellation,10,0,0,10,10,0
cloud_chamber,5,0,0,5,5,0
radiation_pressure,84,0,0,84,83,1
seminole_wars,333,2,113,218,320,13
john_bardeen,22,0,0,22,22,0
dharma_(buddhism),3,0,0,3,3,0
wolfgang_amadeus_mozart,5,0,0,5,5,0
ampere,4,0,0,4,4,0
painting,16,0,0,16,16,0
constitution_of_japan,6,0,0,6,6,0
diels-alder_reaction,73,0,73,0,73,0
cp_violation,22,0,0,22,19,3
kalahari_desert,2,0,0,2,2,0
adenylate_cyclase,27,4,0,23,25,2
tintern_abbey,5,5,0,0,5,0
inductor,46,0,0,46,46,0
ring_proteins,3,3,0,0,3,0
william_tell_(opera),9,0,0,9,9,0
georges_seurat,3,0,0,3,3,0
twelfth_night,293,0,183,110,283,10
spliceosome,14,0,0,14,14,0
proper_motion,7,0,0,7,7,0
treaty_of_ghent,141,5,124,12,136,5
technetium,64,0,0,64,64,0
the_tales_of_hoffmann,5,0,0,5,5,0
impeachment,6,0,0,6,6,0
long_day's_journey_into_night,298,0,204,94,298,0
peninsular_war,1,1,0,0,1,0
young_goodman_brown,1,1,0,0,1,0
lake_pontchartrain,3,0,0,3,3,0
luminosity,19,0,0,19,19,0
dada,13,0,0,13,13,0
the_essence_of_christianity,3,0,0,3,3,0
hosea,2,0,0,2,2,0
reign_of_terror,2,2,0,0,2,0
giovanni_bellini,1,0,0,1,1,0
quantum_harmonic_oscillator,39,0,0,39,37,2
lysozyme,5,0,0,5,5,0
anomie,98,0,86,12,98,0
saint_basil's_cathedral,13,0,0,13,13,0
mary_wollstonecraft,93,6,0,87,88,5
legalism_(chinese_philosophy),2,0,0,2,2,0
carboniferous,5,0,0,5,5,0
antonio_canova,7,0,0,7,7,0
wolfgang_pauli,36,2,0,34,32,4
dualism_(philosophy_of_mind),64,0,0,64,64,0
methionine,11,0,0,11,11,0
battle_of_fallen_timbers,12,12,0,0,12,0
trilobite,13,0,0,13,13,0
darius_milhaud,1,0,0,1,1,0
fluid_mechanics,82,0,0,82,80,2
magnetic_moments,3,3,0,0,3,0
sergei_prokofiev,1,0,0,1,1,0
